window,team,cell_x,cell_y,x_center,y_center,count
whole,radiant,10,30,-7375.0,-2375.0,22
whole,radiant,10,31,-7375.0,-2125.0,66
whole,radiant,10,32,-7375.0,-1875.0,143
whole,radiant,10,33,-7375.0,-1625.0,475
whole,radiant,10,34,-7375.0,-1375.0,562
whole,radiant,10,35,-7375.0,-1125.0,765
whole,radiant,10,36,-7375.0,-875.0,564
whole,radiant,10,37,-7375.0,-625.0,288
whole,radiant,10,38,-7375.0,-375.0,26
whole,radiant,10,39,-7375.0,-125.0,25
whole,radiant,11,28,-7125.0,-2875.0,1
whole,radiant,11,30,-7125.0,-2375.0,1
whole,radiant,11,31,-7125.0,-2125.0,1
whole,radiant,11,32,-7125.0,-1875.0,1
whole,radiant,11,34,-7125.0,-1375.0,24
whole,radiant,11,35,-7125.0,-1125.0,79
whole,radiant,11,36,-7125.0,-875.0,37
whole,radiant,11,39,-7125.0,-125.0,1
whole,radiant,12,26,-6875.0,-3375.0,1
whole,radiant,12,33,-6875.0,-1625.0,1
whole,radiant,12,34,-6875.0,-1375.0,20
whole,radiant,12,35,-6875.0,-1125.0,12
whole,radiant,12,36,-6875.0,-875.0,15
whole,radiant,12,37,-6875.0,-625.0,2
whole,radiant,12,39,-6875.0,-125.0,1
whole,radiant,12,40,-6875.0,125.0,1
whole,radiant,13,16,-6625.0,-5875.0,5
whole,radiant,13,17,-6625.0,-5625.0,1
whole,radiant,13,21,-6625.0,-4625.0,1
whole,radiant,13,22,-6625.0,-4375.0,2
whole,radiant,13,25,-6625.0,-3625.0,1
whole,radiant,13,26,-6625.0,-3375.0,6
whole,radiant,13,27,-6625.0,-3125.0,7
whole,radiant,13,28,-6625.0,-2875.0,10
whole,radiant,13,29,-6625.0,-2625.0,3
whole,radiant,13,30,-6625.0,-2375.0,5
whole,radiant,13,31,-6625.0,-2125.0,3
whole,radiant,13,32,-6625.0,-1875.0,2
whole,radiant,13,33,-6625.0,-1625.0,3
whole,radiant,13,34,-6625.0,-1375.0,4
whole,radiant,13,35,-6625.0,-1125.0,7
whole,radiant,13,36,-6625.0,-875.0,9
whole,radiant,13,37,-6625.0,-625.0,7
whole,radiant,13,38,-6625.0,-375.0,4
whole,radiant,13,39,-6625.0,-125.0,1
whole,radiant,13,40,-6625.0,125.0,1
whole,radiant,14,15,-6375.0,-6125.0,1
whole,radiant,14,16,-6375.0,-5875.0,1
whole,radiant,14,17,-6375.0,-5625.0,1
whole,radiant,14,19,-6375.0,-5125.0,3
whole,radiant,14,20,-6375.0,-4875.0,1
whole,radiant,14,22,-6375.0,-4375.0,2
whole,radiant,14,23,-6375.0,-4125.0,1
whole,radiant,14,24,-6375.0,-3875.0,1
whole,radiant,14,25,-6375.0,-3625.0,4
whole,radiant,14,26,-6375.0,-3375.0,18
whole,radiant,14,27,-6375.0,-3125.0,5
whole,radiant,14,28,-6375.0,-2875.0,39
whole,radiant,14,29,-6375.0,-2625.0,10
whole,radiant,14,30,-6375.0,-2375.0,7
whole,radiant,14,31,-6375.0,-2125.0,8
whole,radiant,14,32,-6375.0,-1875.0,2
whole,radiant,14,33,-6375.0,-1625.0,4
whole,radiant,14,35,-6375.0,-1125.0,8
whole,radiant,14,36,-6375.0,-875.0,11
whole,radiant,14,37,-6375.0,-625.0,8
whole,radiant,14,38,-6375.0,-375.0,15
whole,radiant,14,39,-6375.0,-125.0,8
whole,radiant,14,40,-6375.0,125.0,2
whole,radiant,15,15,-6125.0,-6125.0,1
whole,radiant,15,16,-6125.0,-5875.0,7
whole,radiant,15,17,-6125.0,-5625.0,1
whole,radiant,15,18,-6125.0,-5375.0,1
whole,radiant,15,19,-6125.0,-5125.0,1
whole,radiant,15,22,-6125.0,-4375.0,5
whole,radiant,15,24,-6125.0,-3875.0,2
whole,radiant,15,25,-6125.0,-3625.0,7
whole,radiant,15,26,-6125.0,-3375.0,22
whole,radiant,15,27,-6125.0,-3125.0,17
whole,radiant,15,28,-6125.0,-2875.0,17
whole,radiant,15,29,-6125.0,-2625.0,9
whole,radiant,15,30,-6125.0,-2375.0,7
whole,radiant,15,31,-6125.0,-2125.0,8
whole,radiant,15,32,-6125.0,-1875.0,9
whole,radiant,15,33,-6125.0,-1625.0,7
whole,radiant,15,34,-6125.0,-1375.0,6
whole,radiant,15,35,-6125.0,-1125.0,13
whole,radiant,15,36,-6125.0,-875.0,8
whole,radiant,15,37,-6125.0,-625.0,16
whole,radiant,15,38,-6125.0,-375.0,64
whole,radiant,15,39,-6125.0,-125.0,11
whole,radiant,15,40,-6125.0,125.0,16
whole,radiant,16,21,-5875.0,-4625.0,6
whole,radiant,16,24,-5875.0,-3875.0,1
whole,radiant,16,25,-5875.0,-3625.0,3
whole,radiant,16,26,-5875.0,-3375.0,8
whole,radiant,16,27,-5875.0,-3125.0,6
whole,radiant,16,28,-5875.0,-2875.0,6
whole,radiant,16,29,-5875.0,-2625.0,3
whole,radiant,16,30,-5875.0,-2375.0,4
whole,radiant,16,31,-5875.0,-2125.0,6
whole,radiant,16,32,-5875.0,-1875.0,8
whole,radiant,16,33,-5875.0,-1625.0,3
whole,radiant,16,34,-5875.0,-1375.0,7
whole,radiant,16,35,-5875.0,-1125.0,4
whole,radiant,16,36,-5875.0,-875.0,7
whole,radiant,16,37,-5875.0,-625.0,6
whole,radiant,16,38,-5875.0,-375.0,11
whole,radiant,16,39,-5875.0,-125.0,5
whole,radiant,16,40,-5875.0,125.0,17
whole,radiant,17,15,-5625.0,-6125.0,2
whole,radiant,17,17,-5625.0,-5625.0,2
whole,radiant,17,21,-5625.0,-4625.0,3
whole,radiant,17,22,-5625.0,-4375.0,2
whole,radiant,17,23,-5625.0,-4125.0,4
whole,radiant,17,24,-5625.0,-3875.0,2
whole,radiant,17,25,-5625.0,-3625.0,3
whole,radiant,17,26,-5625.0,-3375.0,2
whole,radiant,17,27,-5625.0,-3125.0,1
whole,radiant,17,28,-5625.0,-2875.0,2
whole,radiant,17,29,-5625.0,-2625.0,2
whole,radiant,17,31,-5625.0,-2125.0,1
whole,radiant,17,32,-5625.0,-1875.0,6
whole,radiant,17,33,-5625.0,-1625.0,2
whole,radiant,17,34,-5625.0,-1375.0,10
whole,radiant,17,35,-5625.0,-1125.0,5
whole,radiant,17,37,-5625.0,-625.0,1
whole,radiant,17,39,-5625.0,-125.0,3
whole,radiant,17,40,-5625.0,125.0,5
whole,radiant,18,15,-5375.0,-6125.0,1
whole,radiant,18,16,-5375.0,-5875.0,2
whole,radiant,18,18,-5375.0,-5375.0,4
whole,radiant,18,19,-5375.0,-5125.0,6
whole,radiant,18,20,-5375.0,-4875.0,12
whole,radiant,18,21,-5375.0,-4625.0,11
whole,radiant,18,22,-5375.0,-4375.0,5
whole,radiant,18,23,-5375.0,-4125.0,1
whole,radiant,18,27,-5375.0,-3125.0,1
whole,radiant,18,29,-5375.0,-2625.0,1
whole,radiant,18,31,-5375.0,-2125.0,1
whole,radiant,18,33,-5375.0,-1625.0,1
whole,radiant,18,34,-5375.0,-1375.0,6
whole,radiant,18,38,-5375.0,-375.0,1
whole,radiant,18,39,-5375.0,-125.0,1
whole,radiant,18,40,-5375.0,125.0,4
whole,radiant,19,17,-5125.0,-5625.0,4
whole,radiant,19,18,-5125.0,-5375.0,4
whole,radiant,19,19,-5125.0,-5125.0,3
whole,radiant,19,20,-5125.0,-4875.0,2
whole,radiant,19,21,-5125.0,-4625.0,7
whole,radiant,19,22,-5125.0,-4375.0,4
whole,radiant,19,23,-5125.0,-4125.0,3
whole,radiant,19,25,-5125.0,-3625.0,1
whole,radiant,19,26,-5125.0,-3375.0,1
whole,radiant,19,28,-5125.0,-2875.0,1
whole,radiant,19,29,-5125.0,-2625.0,1
whole,radiant,19,30,-5125.0,-2375.0,3
whole,radiant,19,31,-5125.0,-2125.0,3
whole,radiant,19,32,-5125.0,-1875.0,2
whole,radiant,19,33,-5125.0,-1625.0,2
whole,radiant,19,34,-5125.0,-1375.0,9
whole,radiant,19,35,-5125.0,-1125.0,28
whole,radiant,19,36,-5125.0,-875.0,20
whole,radiant,19,37,-5125.0,-625.0,3
whole,radiant,19,38,-5125.0,-375.0,6
whole,radiant,19,39,-5125.0,-125.0,6
whole,radiant,19,40,-5125.0,125.0,12
whole,radiant,20,15,-4875.0,-6125.0,3
whole,radiant,20,16,-4875.0,-5875.0,1
whole,radiant,20,17,-4875.0,-5625.0,4
whole,radiant,20,18,-4875.0,-5375.0,1
whole,radiant,20,19,-4875.0,-5125.0,6
whole,radiant,20,20,-4875.0,-4875.0,6
whole,radiant,20,21,-4875.0,-4625.0,3
whole,radiant,20,22,-4875.0,-4375.0,10
whole,radiant,20,25,-4875.0,-3625.0,5
whole,radiant,20,26,-4875.0,-3375.0,3
whole,radiant,20,30,-4875.0,-2375.0,1
whole,radiant,20,31,-4875.0,-2125.0,1
whole,radiant,20,32,-4875.0,-1875.0,1
whole,radiant,20,34,-4875.0,-1375.0,6
whole,radiant,20,35,-4875.0,-1125.0,25
whole,radiant,20,36,-4875.0,-875.0,209
whole,radiant,20,37,-4875.0,-625.0,283
whole,radiant,20,38,-4875.0,-375.0,180
whole,radiant,20,39,-4875.0,-125.0,226
whole,radiant,20,40,-4875.0,125.0,7103
whole,radiant,21,14,-4625.0,-6375.0,1
whole,radiant,21,15,-4625.0,-6125.0,2
whole,radiant,21,16,-4625.0,-5875.0,1
whole,radiant,21,17,-4625.0,-5625.0,3
whole,radiant,21,18,-4625.0,-5375.0,2
whole,radiant,21,19,-4625.0,-5125.0,2
whole,radiant,21,21,-4625.0,-4625.0,3
whole,radiant,21,22,-4625.0,-4375.0,2
whole,radiant,21,23,-4625.0,-4125.0,6
whole,radiant,21,24,-4625.0,-3875.0,2
whole,radiant,21,25,-4625.0,-3625.0,5
whole,radiant,21,26,-4625.0,-3375.0,1
whole,radiant,21,28,-4625.0,-2875.0,1
whole,radiant,21,29,-4625.0,-2625.0,1
whole,radiant,21,30,-4625.0,-2375.0,1
whole,radiant,21,31,-4625.0,-2125.0,3
whole,radiant,21,32,-4625.0,-1875.0,2
whole,radiant,21,34,-4625.0,-1375.0,5
whole,radiant,21,35,-4625.0,-1125.0,15
whole,radiant,21,36,-4625.0,-875.0,62
whole,radiant,21,37,-4625.0,-625.0,347
whole,radiant,21,38,-4625.0,-375.0,903
whole,radiant,21,39,-4625.0,-125.0,2006
whole,radiant,21,40,-4625.0,125.0,12287
whole,radiant,22,14,-4375.0,-6375.0,1
whole,radiant,22,15,-4375.0,-6125.0,5
whole,radiant,22,16,-4375.0,-5875.0,3
whole,radiant,22,17,-4375.0,-5625.0,2
whole,radiant,22,18,-4375.0,-5375.0,1
whole,radiant,22,19,-4375.0,-5125.0,1
whole,radiant,22,21,-4375.0,-4625.0,6
whole,radiant,22,23,-4375.0,-4125.0,14
whole,radiant,22,24,-4375.0,-3875.0,4
whole,radiant,22,25,-4375.0,-3625.0,4
whole,radiant,22,26,-4375.0,-3375.0,3
whole,radiant,22,28,-4375.0,-2875.0,1
whole,radiant,22,29,-4375.0,-2625.0,3
whole,radiant,22,32,-4375.0,-1875.0,1
whole,radiant,22,34,-4375.0,-1375.0,2
whole,radiant,22,35,-4375.0,-1125.0,2
whole,radiant,22,37,-4375.0,-625.0,6
whole,radiant,22,38,-4375.0,-375.0,127
whole,radiant,22,39,-4375.0,-125.0,786
whole,radiant,22,40,-4375.0,125.0,2023
whole,radiant,23,13,-4125.0,-6625.0,1
whole,radiant,23,14,-4125.0,-6375.0,1
whole,radiant,23,16,-4125.0,-5875.0,2
whole,radiant,23,17,-4125.0,-5625.0,5
whole,radiant,23,18,-4125.0,-5375.0,1
whole,radiant,23,19,-4125.0,-5125.0,2
whole,radiant,23,20,-4125.0,-4875.0,1
whole,radiant,23,22,-4125.0,-4375.0,7
whole,radiant,23,23,-4125.0,-4125.0,15
whole,radiant,23,24,-4125.0,-3875.0,30
whole,radiant,23,25,-4125.0,-3625.0,26
whole,radiant,23,26,-4125.0,-3375.0,8
whole,radiant,23,27,-4125.0,-3125.0,4
whole,radiant,23,28,-4125.0,-2875.0,2
whole,radiant,23,29,-4125.0,-2625.0,4
whole,radiant,23,30,-4125.0,-2375.0,2
whole,radiant,23,31,-4125.0,-2125.0,1
whole,radiant,23,32,-4125.0,-1875.0,4
whole,radiant,23,33,-4125.0,-1625.0,7
whole,radiant,23,34,-4125.0,-1375.0,2
whole,radiant,23,35,-4125.0,-1125.0,1
whole,radiant,23,36,-4125.0,-875.0,1
whole,radiant,23,37,-4125.0,-625.0,6
whole,radiant,23,38,-4125.0,-375.0,40
whole,radiant,23,39,-4125.0,-125.0,256
whole,radiant,23,40,-4125.0,125.0,468
whole,radiant,24,13,-3875.0,-6625.0,1
whole,radiant,24,15,-3875.0,-6125.0,11
whole,radiant,24,16,-3875.0,-5875.0,19
whole,radiant,24,17,-3875.0,-5625.0,11
whole,radiant,24,18,-3875.0,-5375.0,2
whole,radiant,24,19,-3875.0,-5125.0,1
whole,radiant,24,20,-3875.0,-4875.0,1
whole,radiant,24,22,-3875.0,-4375.0,1
whole,radiant,24,23,-3875.0,-4125.0,2
whole,radiant,24,24,-3875.0,-3875.0,3
whole,radiant,24,25,-3875.0,-3625.0,14
whole,radiant,24,26,-3875.0,-3375.0,15
whole,radiant,24,27,-3875.0,-3125.0,6
whole,radiant,24,28,-3875.0,-2875.0,2
whole,radiant,24,29,-3875.0,-2625.0,2
whole,radiant,24,32,-3875.0,-1875.0,1
whole,radiant,24,33,-3875.0,-1625.0,1
whole,radiant,24,34,-3875.0,-1375.0,2
whole,radiant,24,35,-3875.0,-1125.0,2
whole,radiant,24,37,-3875.0,-625.0,6
whole,radiant,24,38,-3875.0,-375.0,106
whole,radiant,24,39,-3875.0,-125.0,51
whole,radiant,24,40,-3875.0,125.0,126
whole,radiant,25,15,-3625.0,-6125.0,11
whole,radiant,25,16,-3625.0,-5875.0,17
whole,radiant,25,17,-3625.0,-5625.0,14
whole,radiant,25,18,-3625.0,-5375.0,6
whole,radiant,25,25,-3625.0,-3625.0,1
whole,radiant,25,26,-3625.0,-3375.0,7
whole,radiant,25,27,-3625.0,-3125.0,9
whole,radiant,25,28,-3625.0,-2875.0,4
whole,radiant,25,29,-3625.0,-2625.0,2
whole,radiant,25,30,-3625.0,-2375.0,1
whole,radiant,25,31,-3625.0,-2125.0,6
whole,radiant,25,32,-3625.0,-1875.0,1
whole,radiant,25,34,-3625.0,-1375.0,3
whole,radiant,25,35,-3625.0,-1125.0,3
whole,radiant,25,36,-3625.0,-875.0,2
whole,radiant,25,37,-3625.0,-625.0,13
whole,radiant,25,38,-3625.0,-375.0,52
whole,radiant,25,39,-3625.0,-125.0,41
whole,radiant,25,40,-3625.0,125.0,118
whole,radiant,26,13,-3375.0,-6625.0,3
whole,radiant,26,15,-3375.0,-6125.0,14
whole,radiant,26,16,-3375.0,-5875.0,80
whole,radiant,26,17,-3375.0,-5625.0,14
whole,radiant,26,18,-3375.0,-5375.0,2
whole,radiant,26,19,-3375.0,-5125.0,1
whole,radiant,26,24,-3375.0,-3875.0,2
whole,radiant,26,26,-3375.0,-3375.0,4
whole,radiant,26,27,-3375.0,-3125.0,11
whole,radiant,26,28,-3375.0,-2875.0,14
whole,radiant,26,29,-3375.0,-2625.0,3
whole,radiant,26,30,-3375.0,-2375.0,3
whole,radiant,26,32,-3375.0,-1875.0,6
whole,radiant,26,34,-3375.0,-1375.0,1
whole,radiant,26,35,-3375.0,-1125.0,1
whole,radiant,26,36,-3375.0,-875.0,7
whole,radiant,26,37,-3375.0,-625.0,13
whole,radiant,26,38,-3375.0,-375.0,3
whole,radiant,26,39,-3375.0,-125.0,19
whole,radiant,26,40,-3375.0,125.0,60
whole,radiant,27,7,-3125.0,-8125.0,1
whole,radiant,27,10,-3125.0,-7375.0,24
whole,radiant,27,11,-3125.0,-7125.0,12
whole,radiant,27,14,-3125.0,-6375.0,3
whole,radiant,27,15,-3125.0,-6125.0,5
whole,radiant,27,16,-3125.0,-5875.0,17
whole,radiant,27,17,-3125.0,-5625.0,10
whole,radiant,27,18,-3125.0,-5375.0,5
whole,radiant,27,19,-3125.0,-5125.0,1
whole,radiant,27,24,-3125.0,-3875.0,5
whole,radiant,27,25,-3125.0,-3625.0,2
whole,radiant,27,26,-3125.0,-3375.0,5
whole,radiant,27,27,-3125.0,-3125.0,3
whole,radiant,27,28,-3125.0,-2875.0,12
whole,radiant,27,29,-3125.0,-2625.0,15
whole,radiant,27,30,-3125.0,-2375.0,16
whole,radiant,27,32,-3125.0,-1875.0,5
whole,radiant,27,35,-3125.0,-1125.0,1
whole,radiant,27,36,-3125.0,-875.0,7
whole,radiant,27,37,-3125.0,-625.0,8
whole,radiant,27,38,-3125.0,-375.0,6
whole,radiant,27,39,-3125.0,-125.0,11
whole,radiant,27,40,-3125.0,125.0,57
whole,radiant,28,4,-2875.0,-8875.0,2
whole,radiant,28,5,-2875.0,-8625.0,1
whole,radiant,28,8,-2875.0,-7875.0,1
whole,radiant,28,9,-2875.0,-7625.0,1
whole,radiant,28,10,-2875.0,-7375.0,143
whole,radiant,28,11,-2875.0,-7125.0,5
whole,radiant,28,12,-2875.0,-6875.0,2
whole,radiant,28,15,-2875.0,-6125.0,10
whole,radiant,28,16,-2875.0,-5875.0,8
whole,radiant,28,17,-2875.0,-5625.0,8
whole,radiant,28,18,-2875.0,-5375.0,2
whole,radiant,28,20,-2875.0,-4875.0,3
whole,radiant,28,21,-2875.0,-4625.0,6
whole,radiant,28,22,-2875.0,-4375.0,2
whole,radiant,28,23,-2875.0,-4125.0,1
whole,radiant,28,24,-2875.0,-3875.0,4
whole,radiant,28,25,-2875.0,-3625.0,4
whole,radiant,28,27,-2875.0,-3125.0,3
whole,radiant,28,28,-2875.0,-2875.0,14
whole,radiant,28,29,-2875.0,-2625.0,24
whole,radiant,28,30,-2875.0,-2375.0,36
whole,radiant,28,31,-2875.0,-2125.0,8
whole,radiant,28,32,-2875.0,-1875.0,8
whole,radiant,28,33,-2875.0,-1625.0,3
whole,radiant,28,34,-2875.0,-1375.0,5
whole,radiant,28,35,-2875.0,-1125.0,6
whole,radiant,28,36,-2875.0,-875.0,5
whole,radiant,28,37,-2875.0,-625.0,1
whole,radiant,28,38,-2875.0,-375.0,1
whole,radiant,28,39,-2875.0,-125.0,4
whole,radiant,28,40,-2875.0,125.0,30
whole,radiant,29,4,-2625.0,-8875.0,1
whole,radiant,29,5,-2625.0,-8625.0,1
whole,radiant,29,8,-2625.0,-7875.0,7
whole,radiant,29,9,-2625.0,-7625.0,353
whole,radiant,29,10,-2625.0,-7375.0,137
whole,radiant,29,11,-2625.0,-7125.0,6
whole,radiant,29,12,-2625.0,-6875.0,10
whole,radiant,29,13,-2625.0,-6625.0,5
whole,radiant,29,14,-2625.0,-6375.0,1
whole,radiant,29,15,-2625.0,-6125.0,24
whole,radiant,29,16,-2625.0,-5875.0,16
whole,radiant,29,17,-2625.0,-5625.0,3
whole,radiant,29,18,-2625.0,-5375.0,3
whole,radiant,29,19,-2625.0,-5125.0,8
whole,radiant,29,20,-2625.0,-4875.0,18
whole,radiant,29,21,-2625.0,-4625.0,11
whole,radiant,29,22,-2625.0,-4375.0,10
whole,radiant,29,23,-2625.0,-4125.0,3
whole,radiant,29,24,-2625.0,-3875.0,10
whole,radiant,29,25,-2625.0,-3625.0,1
whole,radiant,29,26,-2625.0,-3375.0,2
whole,radiant,29,27,-2625.0,-3125.0,1
whole,radiant,29,28,-2625.0,-2875.0,2
whole,radiant,29,29,-2625.0,-2625.0,42
whole,radiant,29,30,-2625.0,-2375.0,27
whole,radiant,29,31,-2625.0,-2125.0,20
whole,radiant,29,32,-2625.0,-1875.0,9
whole,radiant,29,33,-2625.0,-1625.0,4
whole,radiant,29,34,-2625.0,-1375.0,4
whole,radiant,29,35,-2625.0,-1125.0,6
whole,radiant,29,39,-2625.0,-125.0,10
whole,radiant,29,40,-2625.0,125.0,16
whole,radiant,30,5,-2375.0,-8625.0,1
whole,radiant,30,6,-2375.0,-8375.0,15
whole,radiant,30,7,-2375.0,-8125.0,350
whole,radiant,30,8,-2375.0,-7875.0,917
whole,radiant,30,9,-2375.0,-7625.0,924
whole,radiant,30,10,-2375.0,-7375.0,67
whole,radiant,30,11,-2375.0,-7125.0,37
whole,radiant,30,12,-2375.0,-6875.0,2
whole,radiant,30,14,-2375.0,-6375.0,1
whole,radiant,30,15,-2375.0,-6125.0,22
whole,radiant,30,16,-2375.0,-5875.0,21
whole,radiant,30,17,-2375.0,-5625.0,6
whole,radiant,30,18,-2375.0,-5375.0,6
whole,radiant,30,19,-2375.0,-5125.0,19
whole,radiant,30,20,-2375.0,-4875.0,34
whole,radiant,30,21,-2375.0,-4625.0,45
whole,radiant,30,22,-2375.0,-4375.0,19
whole,radiant,30,23,-2375.0,-4125.0,26
whole,radiant,30,24,-2375.0,-3875.0,7
whole,radiant,30,25,-2375.0,-3625.0,4
whole,radiant,30,26,-2375.0,-3375.0,8
whole,radiant,30,27,-2375.0,-3125.0,1
whole,radiant,30,28,-2375.0,-2875.0,2
whole,radiant,30,29,-2375.0,-2625.0,4
whole,radiant,30,30,-2375.0,-2375.0,8
whole,radiant,30,31,-2375.0,-2125.0,26
whole,radiant,30,32,-2375.0,-1875.0,39
whole,radiant,30,33,-2375.0,-1625.0,16
whole,radiant,30,34,-2375.0,-1375.0,14
whole,radiant,30,35,-2375.0,-1125.0,10
whole,radiant,30,36,-2375.0,-875.0,7
whole,radiant,30,38,-2375.0,-375.0,1
whole,radiant,30,39,-2375.0,-125.0,5
whole,radiant,30,40,-2375.0,125.0,10
whole,radiant,31,5,-2125.0,-8625.0,3
whole,radiant,31,6,-2125.0,-8375.0,67
whole,radiant,31,7,-2125.0,-8125.0,9287
whole,radiant,31,8,-2125.0,-7875.0,3860
whole,radiant,31,9,-2125.0,-7625.0,1416
whole,radiant,31,10,-2125.0,-7375.0,210
whole,radiant,31,11,-2125.0,-7125.0,5
whole,radiant,31,12,-2125.0,-6875.0,1
whole,radiant,31,14,-2125.0,-6375.0,3
whole,radiant,31,15,-2125.0,-6125.0,14
whole,radiant,31,16,-2125.0,-5875.0,25
whole,radiant,31,17,-2125.0,-5625.0,8
whole,radiant,31,18,-2125.0,-5375.0,18
whole,radiant,31,19,-2125.0,-5125.0,46
whole,radiant,31,20,-2125.0,-4875.0,51
whole,radiant,31,21,-2125.0,-4625.0,128
whole,radiant,31,22,-2125.0,-4375.0,92
whole,radiant,31,23,-2125.0,-4125.0,42
whole,radiant,31,24,-2125.0,-3875.0,12
whole,radiant,31,25,-2125.0,-3625.0,44
whole,radiant,31,26,-2125.0,-3375.0,89
whole,radiant,31,27,-2125.0,-3125.0,12
whole,radiant,31,28,-2125.0,-2875.0,11
whole,radiant,31,29,-2125.0,-2625.0,11
whole,radiant,31,30,-2125.0,-2375.0,7
whole,radiant,31,31,-2125.0,-2125.0,19
whole,radiant,31,32,-2125.0,-1875.0,36
whole,radiant,31,33,-2125.0,-1625.0,29
whole,radiant,31,34,-2125.0,-1375.0,23
whole,radiant,31,35,-2125.0,-1125.0,6
whole,radiant,31,36,-2125.0,-875.0,3
whole,radiant,31,37,-2125.0,-625.0,2
whole,radiant,31,38,-2125.0,-375.0,4
whole,radiant,31,39,-2125.0,-125.0,4
whole,radiant,31,40,-2125.0,125.0,4
whole,radiant,32,3,-1875.0,-9125.0,1
whole,radiant,32,4,-1875.0,-8875.0,1
whole,radiant,32,6,-1875.0,-8375.0,3
whole,radiant,32,7,-1875.0,-8125.0,1466
whole,radiant,32,8,-1875.0,-7875.0,2657
whole,radiant,32,9,-1875.0,-7625.0,493
whole,radiant,32,10,-1875.0,-7375.0,130
whole,radiant,32,11,-1875.0,-7125.0,1
whole,radiant,32,14,-1875.0,-6375.0,4
whole,radiant,32,15,-1875.0,-6125.0,24
whole,radiant,32,16,-1875.0,-5875.0,22
whole,radiant,32,17,-1875.0,-5625.0,1
whole,radiant,32,18,-1875.0,-5375.0,33
whole,radiant,32,19,-1875.0,-5125.0,155
whole,radiant,32,20,-1875.0,-4875.0,201
whole,radiant,32,21,-1875.0,-4625.0,3387
whole,radiant,32,22,-1875.0,-4375.0,684
whole,radiant,32,23,-1875.0,-4125.0,76
whole,radiant,32,24,-1875.0,-3875.0,46
whole,radiant,32,25,-1875.0,-3625.0,144
whole,radiant,32,26,-1875.0,-3375.0,441
whole,radiant,32,27,-1875.0,-3125.0,150
whole,radiant,32,28,-1875.0,-2875.0,109
whole,radiant,32,29,-1875.0,-2625.0,24
whole,radiant,32,30,-1875.0,-2375.0,3
whole,radiant,32,31,-1875.0,-2125.0,5
whole,radiant,32,32,-1875.0,-1875.0,24
whole,radiant,32,33,-1875.0,-1625.0,54
whole,radiant,32,34,-1875.0,-1375.0,23
whole,radiant,32,35,-1875.0,-1125.0,24
whole,radiant,32,36,-1875.0,-875.0,7
whole,radiant,32,37,-1875.0,-625.0,4
whole,radiant,32,38,-1875.0,-375.0,5
whole,radiant,32,39,-1875.0,-125.0,5
whole,radiant,32,40,-1875.0,125.0,5
whole,radiant,33,4,-1625.0,-8875.0,1
whole,radiant,33,5,-1625.0,-8625.0,1
whole,radiant,33,6,-1625.0,-8375.0,12
whole,radiant,33,7,-1625.0,-8125.0,633
whole,radiant,33,8,-1625.0,-7875.0,780
whole,radiant,33,9,-1625.0,-7625.0,848
whole,radiant,33,10,-1625.0,-7375.0,127
whole,radiant,33,11,-1625.0,-7125.0,7
whole,radiant,33,14,-1625.0,-6375.0,3
whole,radiant,33,15,-1625.0,-6125.0,15
whole,radiant,33,16,-1625.0,-5875.0,18
whole,radiant,33,17,-1625.0,-5625.0,9
whole,radiant,33,18,-1625.0,-5375.0,14
whole,radiant,33,19,-1625.0,-5125.0,306
whole,radiant,33,20,-1625.0,-4875.0,616
whole,radiant,33,21,-1625.0,-4625.0,12412
whole,radiant,33,22,-1625.0,-4375.0,8357
whole,radiant,33,23,-1625.0,-4125.0,1331
whole,radiant,33,24,-1625.0,-3875.0,774
whole,radiant,33,25,-1625.0,-3625.0,569
whole,radiant,33,26,-1625.0,-3375.0,1855
whole,radiant,33,27,-1625.0,-3125.0,1134
whole,radiant,33,28,-1625.0,-2875.0,181
whole,radiant,33,29,-1625.0,-2625.0,41
whole,radiant,33,30,-1625.0,-2375.0,13
whole,radiant,33,31,-1625.0,-2125.0,10
whole,radiant,33,32,-1625.0,-1875.0,6
whole,radiant,33,33,-1625.0,-1625.0,28
whole,radiant,33,34,-1625.0,-1375.0,35
whole,radiant,33,35,-1625.0,-1125.0,44
whole,radiant,33,36,-1625.0,-875.0,9
whole,radiant,33,37,-1625.0,-625.0,2
whole,radiant,33,38,-1625.0,-375.0,1
whole,radiant,33,39,-1625.0,-125.0,2
whole,radiant,33,40,-1625.0,125.0,5
whole,radiant,34,6,-1375.0,-8375.0,3
whole,radiant,34,7,-1375.0,-8125.0,259
whole,radiant,34,8,-1375.0,-7875.0,246
whole,radiant,34,9,-1375.0,-7625.0,809
whole,radiant,34,10,-1375.0,-7375.0,197
whole,radiant,34,11,-1375.0,-7125.0,28
whole,radiant,34,12,-1375.0,-6875.0,1
whole,radiant,34,13,-1375.0,-6625.0,1
whole,radiant,34,14,-1375.0,-6375.0,2
whole,radiant,34,15,-1375.0,-6125.0,15
whole,radiant,34,16,-1375.0,-5875.0,2
whole,radiant,34,17,-1375.0,-5625.0,9
whole,radiant,34,18,-1375.0,-5375.0,36
whole,radiant,34,19,-1375.0,-5125.0,180
whole,radiant,34,20,-1375.0,-4875.0,1207
whole,radiant,34,21,-1375.0,-4625.0,2553
whole,radiant,34,22,-1375.0,-4375.0,4916
whole,radiant,34,23,-1375.0,-4125.0,5924
whole,radiant,34,24,-1375.0,-3875.0,4154
